rid,country,location_name,latitude,longitude,timezone,last_updated,temperature_celsius,temperature_fahrenheit,condition_label,wind_kph,humidity,cloud,feels_like_celsius,feels_like_fahrenheit,air_quality_Ozone,sunrise,sunset,moonrise,moonset
183.79.248.252-10.42.0.151-443-34064-6,Monaco,Monaco,43.73,7.42,Europe/Monaco,08-09-23 1:00,24,75.2,1,16.9,50,0,25.2,77.3,37.2,7:00 AM,7:56 PM,No moonrise,3:48 PM
10.42.0.151-10.42.0.1-63589-53-17,Mongolia,Ulaanbaatar,47.92,106.92,Asia/Ulaanbaatar,08-09-23 7:00,7,44.6,1,19.1,81,0,3.5,38.2,76.5,6:17 AM,7:23 PM,10:54 PM,3:14 PM
10.42.0.151-103.7.30.118-55618-80-6,Montenegro,Podgorica,42.44,19.26,Europe/Podgorica,08-09-23 1:00,26,78.8,0,13,45,0,27.3,81.2,41.1,6:14 AM,7:08 PM,11:24 PM,2:53 PM
10.42.0.211-10.42.0.1-57640-53-17,Morocco,Rabat,34.03,-6.84,Africa/Casablanca,08-09-23 0:00,20,68,0,3.6,100,0,20,68,94.4,7:05 AM,7:46 PM,No moonrise,3:09 PM
172.217.10.46-10.42.0.211-443-52910-6,Mozambique,Maputo,-25.97,32.59,Africa/Maputo,08-09-23 1:00,18,64.4,1,3.6,88,0,18,64.4,47.9,5:56 AM,5:40 PM,12:32 AM,11:00 AM
172.217.10.229-10.42.0.42-443-45259-6,Myanmar,Pathein,16.78,94.73,Asia/Yangon,08-09-23 5:30,24.4,75.9,0,7.9,97,88,27.3,81.1,27.2,5:58 AM,6:20 PM,No moonrise,12:49 PM
10.42.0.211-103.235.46.39-54447-80-6,Namibia,Windhoek,-22.57,17.08,Africa/Windhoek,08-09-23 1:00,22,71.6,0,4,15,0,22.1,71.7,80.8,6:57 AM,6:43 PM,1:28 AM,12:13 PM
180.149.136.194-10.42.0.211-443-39349-6,Turkey,Yaren,39.55,27.62,Europe/Istanbul,08-09-23 2:00,23,73.4,1,28.1,69,50,25.3,77.5,91.6,6:43 AM,7:32 PM,No moonrise,3:06 PM
239.255.255.250-10.42.0.151-1900-35299-17,Nepal,Kathmandu,27.72,85.32,Asia/Kathmandu,08-09-23 4:45,21,69.8,1,3.6,100,75,21,69.8,21.5,5:45 AM,6:18 PM,11:28 PM,1:11 PM
10.42.0.151-54.239.17.112-49839-443-6,Netherlands,Amsterdam,52.37,4.89,Europe/Amsterdam,08-09-23 1:00,20,68,1,9,78,0,20,68,68.7,7:01 AM,8:15 PM,11:24 PM,4:51 PM
10.42.0.211-123.125.29.220-56071-80-6,New Zealand,Wellington,-41.3,174.78,Pacific/Auckland,08-09-23 11:00,15,59,0,11.2,72,0,15.7,60.2,61.5,6:37 AM,6:02 PM,1:27 AM,10:23 AM
172.217.1.162-10.42.0.211-443-47410-6,Nicaragua,Managua,12.15,-86.27,America/Managua,07-09-23 17:00,34,93.2,1,11.2,47,50,43.2,109.7,57.2,5:35 AM,5:52 PM,No moonrise,12:40 PM
10.42.0.211-104.192.108.27-42237-80-6,Niger,Niamey,13.52,2.12,Africa/Niamey,08-09-23 0:00,32,89.6,1,6.1,59,0,35.6,96.1,12.7,6:40 AM,6:59 PM,12:12 AM,1:36 PM
10.42.0.211-98.139.199.205-49761-443-6,Nigeria,Abuja,9.18,7.18,Africa/Lagos,08-09-23 0:00,24,75.2,1,9,94,25,26.4,79.6,4.6,6:22 AM,6:36 PM,12:01 AM,1:05 PM
172.217.6.234-10.42.0.211-443-42346-6,North Korea,Pyongyang,39.02,125.75,Asia/Pyongyang,08-09-23 8:00,21.7,71.1,0,4.7,80,0,21.7,71.1,1.5,6:10 AM,6:59 PM,11:18 PM,2:14 PM
198.105.244.11-10.42.0.42-80-48386-6,Macedonia,Skopje,42,21.43,Europe/Skopje,08-09-23 1:00,19,66.2,1,3.6,68,25,19,66.2,53.6,6:06 AM,6:58 PM,11:17 PM,2:41 PM
10.42.0.211-10.42.0.1-14580-53-17,Norway,Oslo,59.92,10.75,Europe/Oslo,08-09-23 1:00,14,57.2,1,46.1,100,0,14.7,58.4,37.2,6:25 AM,8:03 PM,9:29 PM,5:57 PM
140.205.134.25-10.42.0.42-443-36236-6,Oman,Muscat,23.61,58.59,Asia/Muscat,08-09-23 3:00,29,84.2,1,3.6,79,0,32.3,90.1,20.2,5:50 AM,6:18 PM,11:45 PM,1:06 PM
10.42.0.1-10.42.0.42-53-7505-17,Pakistan,Islamabad,33.7,73.17,Asia/Karachi,08-09-23 4:00,25,77,0,11.2,48,2,25.8,78.4,35.1,5:45 AM,6:25 PM,11:15 PM,1:35 PM
172.217.10.78-10.42.0.42-443-42151-6,Palau,Adkip,7.36,134.51,Pacific/Palau,08-09-23 8:00,27,80.6,0,11.2,89,75,30.3,86.5,24.7,5:54 AM,6:07 PM,No moonrise,12:12 PM
205.185.216.42-10.42.0.151-80-41148-6,Bolivia,National,-11.18,-67.08,America/La_Paz,07-09-23 19:00,30.8,87.4,1,4,27,6,29.3,84.7,2.5,6:28 AM,6:25 PM,12:52 AM,12:29 PM
172.217.10.106-10.42.0.151-443-41606-6,Panama,Panama City,8.97,-79.53,America/Panama,07-09-23 18:00,29,84.2,0,9,84,50,35.8,96.4,13.6,6:09 AM,6:23 PM,12:00 AM,1:05 PM
172.217.7.227-10.42.0.211-443-45826-6,Papua New Guinea,Port Moresby,-9.46,147.19,Pacific/Port_Moresby,08-09-23 9:00,27,80.6,1,3.6,78,50,30.1,86.2,45.4,6:10 AM,6:09 PM,No moonrise,11:45 AM
172.217.9.234-10.42.0.211-443-46345-6,Paraguay,Carreria,-21.55,-58.12,America/Asuncion,07-09-23 19:00,26.1,79,0,10.1,66,89,27.7,81.9,20,5:57 AM,5:45 PM,12:38 AM,11:27 AM
10.42.0.151-23.199.25.36-48970-80-6,Peru,Lima,-12.05,-77.05,America/Lima,07-09-23 18:00,17.9,64.2,0,9.4,77,10,17.9,64.2,46.5,6:08 AM,6:04 PM,12:35 AM,12:08 PM
172.217.12.194-10.42.0.211-443-39699-6,Philippines,Manila,14.6,120.98,Asia/Manila,08-09-23 7:00,28,82.4,0,6.1,94,50,32.5,90.6,1.4,5:45 AM,6:04 PM,11:49 PM,12:24 PM
10.42.0.151-40.122.44.96-38113-443-6,Poland,Warsaw,52.25,21,Europe/Warsaw,08-09-23 1:00,17,62.6,1,6.8,83,0,17,62.6,29.7,5:57 AM,7:11 PM,10:18 PM,3:43 PM
172.217.10.110-10.42.0.151-443-51292-6,Portugal,Lisbon,38.72,-9.13,Europe/Lisbon,08-09-23 0:00,21,69.8,1,16.9,94,75,21,69.8,50.1,7:11 AM,7:58 PM,No moonrise,3:36 PM
172.217.12.195-10.42.0.42-80-57004-6,Qatar,Doha,25.29,51.53,Asia/Qatar,08-09-23 2:00,34,93.2,0,9,75,0,46,114.7,97.3,5:17 AM,5:47 PM,11:10 PM,12:40 PM
180.149.153.234-10.42.0.151-80-56040-6,Romania,Bucharest,44.43,26.1,Europe/Bucharest,08-09-23 2:00,20,68,1,6.8,56,0,20,68,51.5,6:45 AM,7:42 PM,11:46 PM,3:34 PM
10.42.0.211-10.42.0.1-43039-53-17,Russia,Moscow,55.75,37.62,Europe/Moscow,08-09-23 2:00,11,51.8,1,11.2,71,0,9.2,48.6,31.8,5:45 AM,7:09 PM,9:38 PM,4:05 PM
10.42.0.211-54.192.38.171-56434-443-6,Rwanda,Kigali,-1.95,30.06,Africa/Kigali,08-09-23 1:00,19,66.2,0,9,73,50,19,66.2,13.6,5:56 AM,6:00 PM,No moonrise,12:06 PM
169.55.67.247-10.42.0.211-5222-60190-6,Saint Kitts and Nevis,Basseterre,17.3,-62.72,America/St_Kitts,07-09-23 19:00,29,84.2,0,16.9,79,25,33,91.4,35.8,5:58 AM,6:19 PM,No moonrise,1:15 PM
184.73.220.110-10.42.0.211-443-54566-6,Saint Lucia,Castries,14,-61,America/St_Lucia,07-09-23 19:00,28,82.4,0,9,74,0,31.4,88.6,25.8,5:53 AM,6:11 PM,No moonrise,12:59 PM
10.42.0.151-23.199.25.36-49000-80-6,Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,America/St_Vincent,07-09-23 19:00,29,84.2,1,22.7,72,36,33.1,91.6,65.1,5:54 AM,6:12 PM,No moonrise,12:58 PM
10.42.0.151-10.42.0.1-37548-53-17,Samoa,Apia,-13.83,-171.73,Pacific/Apia,08-09-23 12:00,29,84.2,0,3.6,79,75,34.3,93.7,50.8,6:28 AM,6:22 PM,12:16 AM,11:45 AM
10.42.0.211-108.174.10.10-35910-80-6,San Marino,San Marino,43.93,12.45,Europe/Rome,08-09-23 1:00,21,69.8,1,9,73,0,21,69.8,88.7,6:40 AM,7:36 PM,11:45 PM,3:28 PM
10.42.0.151-52.84.29.137-39491-443-6,Belgium,'S-Gravenwezel,51.27,4.55,Europe/Brussels,08-09-23 1:00,18,64.4,1,3.6,94,0,18,64.4,68,7:04 AM,8:15 PM,11:34 PM,4:44 PM
172.217.11.3-10.42.0.211-80-42078-6,Saudi Arabia,Riyadh,24.64,46.77,Asia/Riyadh,08-09-23 2:00,33,91.4,1,11.2,8,0,30.9,87.5,98.7,5:36 AM,6:06 PM,11:31 PM,12:58 PM
10.42.0.151-10.42.0.1-18500-53-17,Senegal,Dakar,14.67,-17.44,Africa/Dakar,07-09-23 23:00,24,75.2,0,29.9,100,75,25.9,78.6,35.8,6:58 AM,7:18 PM,12:31 AM,2:00 PM
10.42.0.211-66.231.239.122-58315-80-6,Serbia,Belgrade,44.8,20.47,Europe/Belgrade,08-09-23 1:00,19,66.2,1,9,68,0,19,66.2,10.7,6:07 AM,7:05 PM,11:07 PM,2:59 PM
172.217.10.110-10.42.0.151-443-38110-6,Seychelles Islands,Victoria,-4.62,55.45,Indian/Mahe,08-09-23 3:00,27,80.6,0,19.1,89,50,30.8,87.5,42.2,6:15 AM,6:17 PM,12:09 AM,12:15 PM
10.42.0.211-10.42.0.1-39050-53-17,Sierra Leone,Freetown,8.49,-13.23,Africa/Freetown,07-09-23 23:00,25.3,77.5,1,12.2,84,65,27.7,81.9,32.2,6:44 AM,6:58 PM,12:27 AM,1:29 PM
183.79.17.106-10.42.0.211-443-41141-6,Singapore,Singapore,1.29,103.86,Asia/Singapore,08-09-23 7:00,28,82.4,0,6.8,79,75,32.2,89.9,0,6:59 AM,7:07 PM,12:36 AM,1:07 PM
10.42.0.1-10.42.0.42-53-60303-17,Slovakia,Bratislava,48.15,17.12,Europe/Bratislava,08-09-23 1:00,16,60.8,1,6.1,77,0,16,60.8,23.3,6:17 AM,7:22 PM,11:03 PM,3:31 PM
10.42.0.211-23.206.125.17-54304-80-6,Slovenia,Ljubljana,46.06,14.51,Europe/Ljubljana,08-09-23 1:00,14,57.2,0,11.2,88,0,14.7,58.4,10.6,6:29 AM,7:30 PM,11:26 PM,3:30 PM
10.42.0.211-103.7.30.118-45636-80-6,Solomon Islands,Honiara,-9.43,159.95,Pacific/Guadalcanal,08-09-23 10:00,28,82.4,0,3.6,84,25,31.8,89.3,44,6:19 AM,6:17 PM,12:05 AM,11:52 AM
172.217.3.110-10.42.0.151-443-50599-6,Somalia,Mogadishu,2.07,45.37,Africa/Mogadishu,08-09-23 2:00,25,77,0,24.1,79,3,27,80.6,51.5,5:53 AM,6:01 PM,No moonrise,12:11 PM
10.42.0.151-10.42.0.1-18686-53-17,South Africa,Pretoria,-25.75,28.19,Africa/Johannesburg,08-09-23 1:00,14,57.2,1,6.8,23,0,14,57.1,0,6:14 AM,5:57 PM,12:50 AM,11:19 AM
171.84.4.11-10.42.0.211-80-45145-6,South Korea,Seoul,37.57,127,Asia/Seoul,08-09-23 8:00,20,68,1,4,88,0,20,68,0.8,6:07 AM,6:53 PM,11:19 PM,2:03 PM
10.42.0.211-31.13.80.8-41035-443-6,Sudan,Juba,12.15,24.45,Africa/Khartoum,08-09-23 1:00,28.1,82.6,1,16.9,50,2,28.8,83.8,8.3,6:11 AM,6:29 PM,No moonrise,1:00 PM
192.229.163.180-10.42.0.151-443-39466-6,Spain,Madrid,40.4,-3.68,Europe/Madrid,08-09-23 1:00,24,75.2,1,6.1,61,0,25,77,20,7:48 AM,8:37 PM,12:22 AM,4:19 PM
10.42.0.151-10.42.0.1-59977-53-17,Sri Lanka,Colombo,6.93,79.85,Asia/Colombo,08-09-23 4:30,24,75.2,1,13,89,50,26.2,79.1,26.8,6:02 AM,6:15 PM,No moonrise,12:28 PM
198.11.132.178-10.42.0.211-443-37369-6,Sudan,Khartoum,15.59,32.53,Africa/Khartoum,08-09-23 1:00,35.6,96.1,1,18.4,29,28,36.1,97,41.1,5:38 AM,5:58 PM,11:53 PM,12:34 PM
10.42.0.151-10.42.0.1-43517-53-17,Suriname,Paramaribo,5.83,-55.17,America/Paramaribo,07-09-23 20:00,31,87.8,1,3.6,63,25,39.9,103.9,62.2,6:33 AM,6:44 PM,12:26 AM,1:17 PM
10.42.0.151-124.195.3.20-39949-80-6,Sweden,Stockholm,59.33,18.05,Europe/Stockholm,08-09-23 1:00,15,59,0,11.2,94,0,14.6,58.4,37.2,5:57 AM,7:33 PM,9:10 PM,5:15 PM
10.42.0.211-10.42.0.1-10663-53-17,Switzerland,Bern,46.92,7.47,Europe/Zurich,08-09-23 1:00,18,64.4,0,3.6,94,0,18,64.4,2.6,6:57 AM,7:59 PM,11:50 PM,4:04 PM
10.42.0.211-118.242.24.59-37969-18013-6,Syria,Damascus,33.5,36.3,Asia/Damascus,08-09-23 2:00,21,69.8,0,19.1,43,0,21,69.8,58.7,6:12 AM,6:53 PM,11:48 PM,2:07 PM
198.11.132.178-10.42.0.211-443-48328-6,Tajikistan,Dushanbe,38.56,68.77,Asia/Dushanbe,08-09-23 4:00,17,62.6,0,3.6,48,0,17,62.6,31.8,5:59 AM,6:46 PM,11:15 PM,2:10 PM
220.243.219.55-10.42.0.211-80-60876-6,Tanzania,Dodoma,-6.18,35.75,Africa/Dar_es_Salaam,08-09-23 2:00,20.4,68.7,1,11.9,66,25,20.4,68.7,44,6:34 AM,6:36 PM,12:34 AM,12:33 PM
172.217.10.234-10.42.0.151-443-37950-6,Thailand,Bangkok,13.75,100.52,Asia/Bangkok,08-09-23 6:00,27,80.6,1,6.8,84,25,30.7,87.3,0,6:07 AM,6:25 PM,No moonrise,12:48 PM
157.240.18.36-10.42.0.151-443-55261-6,Indonesia,Murong Timor,-7.56,112.27,Asia/Jakarta,08-09-23 6:00,21.2,70.2,0,13.7,85,14,21.2,70.2,19.7,5:29 AM,5:29 PM,No moonrise,11:13 AM
10.42.0.211-66.231.239.122-40238-80-6,Bulgaria,Lom,43.81,23.24,Europe/Bucharest,08-09-23 2:00,17.6,63.7,0,5.8,42,5,17.6,63.7,62.2,6:57 AM,7:53 PM,No moonrise,3:43 PM
10.42.0.211-52.179.184.189-46962-443-6,Tonga,Nuku`Aloia,-21.13,-175.2,Pacific/Tongatapu,08-09-23 12:00,25,77,1,31,74,50,27,80.5,47.2,6:45 AM,6:33 PM,12:46 AM,11:43 AM
219.142.78.217-10.42.0.211-80-48860-6,Trinidad and Tobago,Port Of Spain,10.65,-61.52,America/Port_of_Spain,07-09-23 19:00,29,84.2,1,19.1,75,25,34.6,94.3,33.3,5:56 AM,6:12 PM,No moonrise,12:54 PM
10.42.0.151-52.84.134.65-51799-443-6,Tunisia,Tunis,36.8,10.18,Africa/Tunis,08-09-23 0:00,24,75.2,0,13,83,25,25.7,78.3,72.2,5:55 AM,6:39 PM,11:25 PM,2:08 PM
180.149.136.247-10.42.0.211-80-52080-6,Turkey,Ankara,39.93,32.86,Europe/Istanbul,08-09-23 2:00,18,64.4,0,15.1,73,0,18,64.4,68,6:21 AM,7:11 PM,11:39 PM,2:45 PM
172.217.8.3-10.42.0.151-443-37215-6,Turkmenistan,Ashgabat,37.95,58.38,Asia/Ashgabat,08-09-23 4:00,27,80.6,1,19.1,37,0,26.4,79.4,73.7,6:41 AM,7:28 PM,No moonrise,2:51 PM
10.42.0.211-10.42.0.1-53571-53-17,Tuvalu,Funafuti,-8.52,179.22,Pacific/Funafuti,08-09-23 11:00,31,87.8,0,9,84,75,38.7,101.6,18.8,6:02 AM,6:01 PM,No moonrise,11:34 AM
10.42.0.42-104.193.88.109-49673-80-6,Uganda,Kampala,0.32,32.57,Africa/Kampala,08-09-23 2:00,21,69.8,0,11.2,88,25,21,69.8,0.8,6:44 AM,6:51 PM,12:34 AM,1:01 PM
10.42.0.211-119.146.74.33-50609-443-6,Ukraine,Kyiv,50.43,30.52,Europe/Kiev,08-09-23 2:00,13.2,55.8,1,4,50,0,13.7,56.7,42.9,6:20 AM,7:31 PM,10:53 PM,3:50 PM
10.42.0.151-34.202.169.231-51805-443-6,United Arab Emirates,Abu Dhabi,24.47,54.37,Asia/Dubai,08-09-23 3:00,33,91.4,1,6.1,56,0,38.6,101.5,100.1,6:06 AM,6:35 PM,No moonrise,1:26 PM
10.42.0.211-66.198.24.224-54375-443-6,United Kingdom,London,51.52,-0.11,Europe/London,08-09-23 0:00,21,69.8,1,3.6,73,25,21,69.8,0,6:22 AM,7:34 PM,10:51 PM,4:05 PM
10.42.0.151-10.42.0.1-5918-53-17,United States of America,Washington Park,46.6,-120.49,America/Los_Angeles,07-09-23 16:00,25.6,78.1,1,11.2,30,0,25.3,77.5,98.7,6:29 AM,7:30 PM,11:41 PM,3:56 PM
198.11.136.24-10.42.0.211-443-33393-6,Uruguay,Montevideo,-34.86,-56.17,America/Montevideo,07-09-23 20:00,15,59,0,3.6,100,100,14.4,58,6.3,6:56 AM,6:30 PM,2:09 AM,11:40 AM
10.42.0.211-123.125.115.164-42267-443-6,Uzbekistan,Tashkent,41.32,69.25,Asia/Tashkent,08-09-23 4:00,23,73.4,1,6.8,36,25,23,73.3,44.7,5:55 AM,6:47 PM,11:02 PM,2:19 PM
10.42.0.1-10.42.0.42-53-1837-17,Vanuatu,Port Vila,-17.73,168.32,Pacific/Efate,08-09-23 10:00,25,77,1,20.2,74,75,26.7,80.1,73.7,5:50 AM,5:41 PM,No moonrise,10:59 AM
172.217.9.237-10.42.0.151-443-38299-6,Venezuela,Caracas,10.5,-66.92,America/Caracas,07-09-23 19:00,30,86,1,9,66,0,40.7,105.2,82.3,6:18 AM,6:33 PM,12:05 AM,1:16 PM
172.217.6.195-10.42.0.211-443-46956-6,Vietnam,Hanoi,21.03,105.85,Asia/Bangkok,08-09-23 6:00,26,78.8,1,9,94,75,29.1,84.4,25.4,5:42 AM,6:08 PM,11:36 PM,12:43 PM
10.42.0.211-121.12.98.62-55471-80-6,Yemen,Sanaa,15.35,44.21,Asia/Aden,08-09-23 2:00,17.8,64,1,16.9,22,0,17.8,64,76.5,5:51 AM,6:11 PM,No moonrise,12:45 PM
10.42.0.1-10.42.0.42-53-24808-17,Zambia,Lusaka,-15.42,28.28,Africa/Lusaka,08-09-23 1:00,20.8,69.4,1,14,32,0,20.8,69.4,50.8,6:08 AM,6:02 PM,12:25 AM,11:44 AM
10.42.0.42-119.146.74.32-45357-443-6,Zimbabwe,Harare,-17.82,31.04,Africa/Harare,08-09-23 1:00,16.6,61.9,1,11.5,49,0,16.6,61.9,51.5,5:59 AM,5:50 PM,12:19 AM,11:27 AM
10.42.0.211-54.192.36.221-39268-443-6,Afghanistan,Kabul,34.52,69.18,Asia/Kabul,09-09-23 3:15,15.4,59.7,1,3.6,19,0,15.4,59.7,52.9,5:31 AM,6:11 PM,11:50 PM,2:21 PM
140.205.250.8-10.42.0.42-443-43716-6,Albania,Tirana,41.33,19.82,Europe/Tirane,09-09-23 0:45,19,66.2,1,3.6,73,0,19,66.2,23.6,6:13 AM,7:03 PM,No moonrise,3:43 PM
172.217.3.110-10.42.0.151-443-57169-6,Algeria,Algiers,36.76,3.05,Africa/Algiers,08-09-23 23:45,21,69.8,1,4,78,25,21,69.8,85.1,6:24 AM,7:07 PM,No moonrise,3:34 PM
10.42.0.211-119.146.74.34-50876-80-6,Andorra,Andorra La Vella,42.5,1.52,Europe/Andorra,09-09-23 0:45,13.9,57,1,3.6,66,4,13.9,57,62.9,7:26 AM,8:17 PM,12:37 AM,5:04 PM
206.126.112.141-10.42.0.151-443-43380-6,Angola,Luanda,-8.84,13.23,Africa/Luanda,08-09-23 23:45,22,71.6,1,19.1,88,50,24.5,76.1,43.6,6:05 AM,6:05 PM,1:08 AM,12:54 PM
10.42.0.211-31.13.80.5-46629-443-6,Antigua and Barbuda,Saint John's,17.12,-61.85,America/Antigua,08-09-23 18:45,29,84.2,1,13,79,50,33.8,92.9,67.2,5:55 AM,6:15 PM,12:20 AM,2:05 PM
10.42.0.1-10.42.0.42-53-43296-17,Argentina,Buenos Aires,-34.59,-58.67,America/Argentina/Buenos_Aires,08-09-23 19:45,16,60.8,1,9,59,0,16,60.8,17.4,7:04 AM,6:41 PM,3:17 AM,12:42 PM
10.42.0.211-54.235.89.91-42262-443-6,Armenia,Yerevan,40.18,44.51,Asia/Yerevan,09-09-23 2:45,21,69.8,0,3.6,69,25,21,69.8,40.4,6:35 AM,7:23 PM,No moonrise,3:56 PM
172.217.7.16-10.42.0.151-443-37403-6,Australia,Canberra,-35.28,149.22,Australia/Sydney,09-09-23 8:45,6,42.8,1,19.1,61,0,3.3,37.9,50.1,6:14 AM,5:49 PM,1:55 AM,11:18 AM
172.217.10.35-10.42.0.211-443-34894-6,Austria,Vienna,48.2,16.37,Europe/Vienna,09-09-23 0:45,18,64.4,1,11.2,68,0,18,64.4,8.1,6:21 AM,7:23 PM,11:57 PM,4:33 PM
202.77.129.185-10.42.0.211-80-51482-6,Azerbaijan,Baku,40.4,49.88,Asia/Baku,09-09-23 2:45,22,71.6,1,11.2,69,25,24.5,76,75.1,6:14 AM,7:02 PM,No moonrise,3:34 PM
10.42.0.151-64.71.142.125-34030-443-6,Bahamas,Nassau,25.08,-77.35,America/Nassau,08-09-23 18:45,29,84.2,1,20.2,70,75,35.2,95.4,69.4,6:53 AM,7:21 PM,1:04 AM,3:30 PM
10.42.0.151-58.215.168.151-56558-80-6,Bahrain,Manama,26.24,50.58,Asia/Bahrain,09-09-23 1:45,34,93.2,0,6.1,75,0,45.6,114.2,121.6,5:21 AM,5:50 PM,No moonrise,1:43 PM
10.42.0.42-123.125.29.138-36283-443-6,Bangladesh,Dhaka,23.72,90.41,Asia/Dhaka,09-09-23 4:45,25.6,78.1,1,9.4,93,48,29.1,84.4,64.4,5:43 AM,6:10 PM,No moonrise,1:50 PM
172.217.12.142-10.42.0.211-443-49789-6,Barbados,Bridgetown,13.1,-59.62,America/Barbados,08-09-23 18:45,29,84.2,1,11.2,79,25,32.7,90.9,16.5,5:48 AM,6:05 PM,12:21 AM,1:46 PM
172.217.10.46-10.42.0.151-443-60143-6,Belarus,Minsk,53.9,27.57,Europe/Minsk,09-09-23 1:45,11,51.8,0,6.8,87,0,9.9,49.9,34,6:30 AM,7:44 PM,11:28 PM,5:30 PM
172.217.6.206-10.42.0.151-443-33862-6,Belgium,Brussels,50.83,4.33,Europe/Brussels,09-09-23 0:45,20,68,0,3.6,83,0,20,68,36.1,7:07 AM,8:13 PM,No moonrise,5:41 PM
172.217.3.97-10.42.0.151-443-32982-6,Belize,Belmopan,17.25,-88.77,America/Belize,08-09-23 16:45,28,82.4,1,6.1,79,50,29.8,85.7,14,5:43 AM,6:03 PM,12:12 AM,1:57 PM
174.35.73.136-10.42.0.211-443-48784-6,Benin,Porto-Novo,6.48,2.62,Africa/Porto-Novo,08-09-23 23:45,25,77,1,20.2,94,75,27.5,81.5,37.6,6:41 AM,6:53 PM,1:18 AM,2:12 PM
174.35.50.75-10.42.0.211-80-37382-6,Bhutan,Thimphu,27.48,89.6,Asia/Thimphu,09-09-23 4:45,11.3,52.3,1,3.6,94,72,11.9,53.4,10,5:44 AM,6:15 PM,No moonrise,2:04 PM
10.42.0.211-77.234.44.40-58513-80-6,Bolivia,Sucre,-19.04,-65.26,America/La_Paz,08-09-23 18:45,20.1,68.2,1,27,25,0,20.1,68.2,65.8,6:23 AM,6:14 PM,1:58 AM,12:55 PM
10.42.0.42-123.59.190.237-52096-80-6,Bosnia and Herzegovina,Sarajevo,43.85,18.38,Europe/Sarajevo,09-09-23 0:45,14,57.2,1,3.6,82,0,14.2,57.6,14,6:17 AM,7:11 PM,No moonrise,4:01 PM
172.217.10.232-10.42.0.42-443-51329-6,Botswana,Gaborone,-24.65,25.91,Africa/Gaborone,09-09-23 0:45,16,60.8,0,6.8,45,0,16,60.8,20,6:21 AM,6:07 PM,1:54 AM,12:22 PM
10.42.0.211-10.42.0.1-42202-53-17,Brazil,Bras,-2.08,-58.17,America/Manaus,08-09-23 18:45,33.2,91.8,0,3.6,30,16,32.7,90.9,40.8,5:48 AM,5:53 PM,12:49 AM,1:05 PM
10.42.0.151-54.192.38.18-42725-443-6,Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,Asia/Brunei,09-09-23 6:45,26,78.8,0,4,100,75,29.2,84.5,36.1,6:13 AM,6:23 PM,12:36 AM,1:23 PM
10.42.0.211-14.204.144.142-38351-80-6,Bulgaria,Sofia,42.68,23.32,Europe/Sofia,09-09-23 1:45,15,59,0,19.1,82,0,15.4,59.8,42.6,6:59 AM,7:50 PM,12:06 AM,4:34 PM
10.42.0.211-10.42.0.1-52019-53-17,Burkina Faso,Ouagadougou,12.37,-1.52,Africa/Ouagadougou,08-09-23 22:45,27.5,81.5,1,3.6,68,44,29.8,85.6,0.6,5:56 AM,6:12 PM,12:22 AM,1:43 PM
10.42.0.211-47.88.66.107-60228-443-6,Burundi,Bujumbura,-3.38,29.36,Africa/Bujumbura,09-09-23 0:45,19.9,67.8,1,7.2,77,75,19.9,67.8,11.1,5:59 AM,6:02 PM,12:49 AM,12:59 PM
192.229.163.180-10.42.0.211-443-40952-6,Madagascar,Ivory,-24.37,46.45,Indian/Antananarivo,09-09-23 1:45,20.5,68.9,0,3.6,86,17,20.5,68.9,23.3,5:59 AM,5:46 PM,1:28 AM,11:58 AM
203.205.151.47-10.42.0.211-80-40390-6,Cape Verde,Praia,14.93,-23.51,Atlantic/Cape_Verde,08-09-23 21:45,27,80.6,1,4,84,25,30.2,86.3,17.4,6:22 AM,6:41 PM,12:47 AM,2:20 PM
10.42.0.211-10.42.0.1-12185-53-17,Cambodia,Phnom Penh,11.55,104.92,Asia/Phnom_Penh,09-09-23 5:45,26,78.8,1,6.1,100,75,29.1,84.4,0.5,5:50 AM,6:06 PM,12:02 AM,1:20 PM
10.42.0.42-104.192.110.245-51354-443-6,Cameroon,Bafoussam,5.47,10.42,Africa/Douala,08-09-23 23:45,16.7,62.1,0,3.6,97,100,16.6,61.9,9.7,6:10 AM,6:21 PM,12:48 AM,1:38 PM
10.42.0.151-10.42.0.1-60060-53-17,Canada,Ottawa,45.42,-75.7,America/Toronto,08-09-23 18:45,19,66.2,0,16.9,73,75,19,66.2,68.7,6:32 AM,7:28 PM,No moonrise,4:38 PM
10.42.0.211-52.84.40.205-47600-443-6,Central African Republic,Bangui,4.37,18.58,Africa/Bangui,08-09-23 23:45,23,73.4,1,3.6,94,25,25.5,77.9,0,5:39 AM,5:49 PM,12:16 AM,1:01 PM
174.35.73.77-10.42.0.211-80-50427-6,Chad,N'djamena,12.11,15.05,Africa/Douala,08-09-23 23:45,27,80.6,0,13,74,0,28.4,83,11.4,5:49 AM,6:06 PM,12:14 AM,1:34 PM
10.42.0.211-31.13.80.52-57393-443-6,Chile,Santiago,-33.45,-70.67,America/Santiago,08-09-23 19:45,15,59,0,9,67,75,15.8,60.4,14.1,7:52 AM,7:30 PM,4:02 AM,1:36 PM
